year,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,701,702,703,704,705,706,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,801,802,803,804,805,806,807,808,809,810,811,812,813,814,815,816,817,818,819,820,821,822,823,824,825,826,827,828,829,830,831,901,902,903,904,905,906,907,908,909,910,911,912,913,914,915,916,917,918,919,920,921,922,923,924,925,926,927,928,929,930,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025,1026,1027,1028,1029,1030,1031,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1120,1121,1122,1123,1124,1125,1126,1127,1128,1129,1130,1201,1202,1203,1204,1205,1206,1207,1208,1209,1210,1211,1212,1213,1214,1215,1216,1217,1218,1219,1220,1221,1222,1223,1224,1225,1226,1227,1228,1229,1230,1231
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,28.6,29.2,27.3,28.4,28.5,26.2,26.2,27.6,28.8,27.7,27.9,28.7,28.5,28.5,28.7,28.8,28.6,29.3,29.3,29.7,29.5,30.9,30.3,29.4,28.3,28.6,28.9,28.6,28.8,28.0,28.2,27.8,27.1,26.5,28.9,29.7,29.1,29.9,30.3,30.4,30.1,29.7,29.1,27.3,28.0,28.1,29.7,30.6,31.4,30.1,30.0,29.9,30.2,30.6,30.1,29.6,29.6,29.2,28.5,28.9,28.2,27.8,28.5,29.1,29.3,29.1,28.7,29.2,28.6,28.1,27.5,27.2,28.1,28.9,27.1,27.8,27.7,26.5,29.2,29.2,28.6,29.4,29.5,29.7,30.0,29.2,29.6,27.6,27.7,28.4,28.6,28.6,26.9,27.6,28.1,29.1,28.2,28.5,27.6,27.9,28.2,27.4,27.8,27.5,27.1,28.0,27.2,27.2,26.7,26.9,26.3,27.3,27.3,27.1,27.4,27.7,28.2,28.3,28.6,28.1,28.3,28.3,28.5,28.4,28.7,28.5,28.0,28.1,27.7,27.3,25.2,23.2,24.9,26.2,26.8,26.7,26.7,26.2,23.9,24.3,25.6,25.7,24.8,26.2,25.1,24.4,24.7,25.1,25.2,25.5,24.8,23.2,23.8,24.4,25.1,25.0,23.5,23.9,24.1,25.3,24.3,25.6,25.2,25.4,24.9,24.6,24.2,24.5,24.4,24.6,25.2,24.7,24.6,25.4,26.2,25.6,25.6,25.3,24.8,26.4,26.5,25.4,22.7,22.7,23.1,23.4,22.3,21.2,22.3,21.6,20.6,21.3,21.2,20.5,20.2,18.8,20.3,21.6,15.4,13.2,15.4,17.3,17.8,16.6,15.2,14.3,13.8,15.8,16.6,18.2,17.7,18.3,18.7
2023,19.1,19.5,18.7,19.0,18.6,20.0,20.0,20.5,20.3,20.6,21.5,21.0,23.4,24.2,21.6,17.1,17.3,17.4,17.9,18.2,18.4,20.9,21.3,15.7,14.0,16.8,15.4,12.6,14.2,15.3,15.9,18.9,20.0,19.5,19.7,20.2,22.0,22.9,20.9,21.6,23.5,22.2,24.6,24.9,17.4,15.8,17.2,19.0,19.9,20.7,19.4,18.3,16.8,18.8,19.3,17.8,17.0,17.4,17.7,19.6,18.9,17.1,18.5,18.6,18.9,20.1,19.7,20.1,20.8,21.5,21.8,19.7,20.1,21.6,22.0,22.7,22.5,22.7,23.5,24.2,24.2,23.9,25.4,24.6,22.5,21.7,22.5,22.5,23.9,24.1,22.6,24.7,24.7,24.6,26.1,26.6,24.9,22.6,22.9,23.0,24.0,24.6,24.5,25.9,26.8,26.7,26.1,28.4,28.4,26.1,25.9,26.6,26.1,26.3,25.5,25.8,26.4,26.6,27.3,27.6,26.3,26.7,27.1,28.4,29.2,30.0,27.5,25.6,23.8,24.7,25.6,26.1,25.7,25.5,24.8,25.8,27.8,28.5,28.1,28.7,29.2,29.4,27.1,27.0,28.4,28.6,27.1,28.0,28.3,28.9,28.3,28.3,29.4,28.4,28.0,29.1,29.4,29.8,29.8,29.5,28.9,27.9,26.6,27.2,28.2,26.7,27.6,29.3,29.4,29.0,29.1,29.2,29.6,29.5,30.2,29.8,28.9,28.8,27.8,29.1,30.6,28.5,30.5,29.9,29.7,29.6,29.4,29.7,29.9,29.9,29.9,28.7,28.6,27.9,29.3,30.1,29.4,31.3,30.0,27.6,28.0,29.1,29.6,28.9,29.5,28.9,26.7,25.7,25.9,29.3,27.8,28.0,28.7,28.7,29.5,29.6,29.5,29.3,27.5,28.2,28.6,26.2,27.0,29.1,28.3,27.3,27.2,27.3,25.5,26.9,26.8,28.5,29.1,28.8,28.9,28.3,28.5,28.2,28.4,28.8,28.3,28.0,27.2,28.4,28.2,27.1,26.4,28.0,28.6,26.4,25.5,25.3,26.2,27.1,27.4,27.3,27.3,27.6,28.2,28.6,28.6,28.3,28.5,29.1,28.9,28.7,29.1,29.2,29.3,29.3,28.3,28.5,29.4,29.3,29.1,27.6,26.7,27.7,25.5,26.6,26.7,27.0,27.2,27.5,26.5,26.5,26.6,26.3,25.3,25.4,25.9,26.3,26.4,25.6,26.4,26.4,26.5,26.5,26.0,25.5,26.3,25.3,25.6,25.6,25.4,25.3,25.4,25.4,25.7,26.2,26.1,25.7,26.0,27.3,26.2,25.0,23.3,22.8,23.4,24.4,20.0,18.7,19.5,20.4,21.2,21.2,21.7,21.5,21.1,21.8,22.8,23.2,24.3,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
